Player: 加藤正夫, Date: 1980-12-18, Rating: 3335, Black and White: 执白, Result: 胜, Opponent: 白石裕
Player: 福井正明, Date: 1980-09-24, Rating: 3073, Black and White: 执黑, Result: 胜, Opponent: 王立诚
Player: 福井正明, Date: 1980-09-17, Rating: 3074, Black and White: 执白, Result: 负, Opponent: 王立诚
Player: 福井正明, Date: 1980-08-21, Rating: 3075, Black and White: 执黑, Result: 胜, Opponent: 佐藤昌晴
Player: 福井正明, Date: 1980-07-17, Rating: 3076, Black and White: 执白, Result: 负, Opponent: 石博郁郎
Player: 福井正明, Date: 1980-07-03, Rating: 3077, Black and White: 执白, Result: 负, Opponent: 关山利夫
Player: 福井正明, Date: 1980-06-12, Rating: 3078, Black and White: 执黑, Result: 胜, Opponent: 中村秀仁
Player: 福井正明, Date: 1980-05-29, Rating: 3079, Black and White: 执黑, Result: 胜, Opponent: 高川格
Player: 福井正明, Date: 1980-04-24, Rating: 3081, Black and White: 执白, Result: 胜, Opponent: 小林千寿
Player: 福井正明, Date: 1980-04-03, Rating: 3081, Black and White: 执黑, Result: 胜, Opponent: 中村秀仁
Player: 小岛高穗, Date: 1980-08-07, Rating: 3057, Black and White: 执黑, Result: 负, Opponent: 酒井猛
Player: 小岛高穗, Date: 1980-06-26, Rating: 3059, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 小岛高穗, Date: 1980-04-03, Rating: 3062, Black and White: 执白, Result: 负, Opponent: 武宫正树
Player: 佐藤直男, Date: 1980-07-31, Rating: 3067, Black and White: 执黑, Result: 负, Opponent: 山部俊郎
Player: 佐藤直男, Date: 1980-05-07, Rating: 3069, Black and White: 执白, Result: 胜, Opponent: 春山勇
Player: 佐藤直男, Date: 1980-02-27, Rating: 3070, Black and White: 执白, Result: 胜, Opponent: 土田正光
Player: 佐藤直男, Date: 1980-01-10, Rating: 3069, Black and White: 执黑, Result: 负, Opponent: 山城宏
Player: 时本壹, Date: 1980-04-10, Rating: 3051, Black and White: 执白, Result: 负, Opponent: 佐藤昌晴
Player: 马场滋, Date: 1980-12-04, Rating: 3050, Black and White: 执黑, Result: 胜, Opponent: 下平昭夫
Player: 马场滋, Date: 1980-10-23, Rating: 3052, Black and White: 执白, Result: 负, Opponent: 岩田达明
Player: 马场滋, Date: 1980-08-28, Rating: 3056, Black and White: 执黑, Result: 胜, Opponent: 羽根泰正
Player: 马场滋, Date: 1980-04-03, Rating: 3063, Black and White: 执黑, Result: 胜, Opponent: 土田正光
Player: 马场滋, Date: 1980-01-31, Rating: 3065, Black and White: 执白, Result: 胜, Opponent: 岛村俊广
Player: 高川格, Date: 1980-08-28, Rating: 3049, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 高川格, Date: 1980-07-10, Rating: 3053, Black and White: 执黑, Result: 胜, Opponent: 石井新藏
Player: 高川格, Date: 1980-05-29, Rating: 3055, Black and White: 执白, Result: 负, Opponent: 福井正明
Player: 高川格, Date: 1980-05-08, Rating: 3056, Black and White: 执黑, Result: 胜, Opponent: 羽根泰正
Player: 窪内秀知, Date: 1980-09-18, Rating: 3018, Black and White: 执白, Result: 负, Opponent: 本田邦久
Player: 窪内秀知, Date: 1980-05-08, Rating: 3030, Black and White: 执白, Result: 胜, Opponent: 大平修三
Player: 窪内秀知, Date: 1980-02-28, Rating: 3035, Black and White: 执白, Result: 胜, Opponent: 早濑弘
Player: 长谷川直, Date: 1980-01-10, Rating: 3061, Black and White: 执黑, Result: 负, Opponent: 杉内雅男
Player: 佐藤昌晴, Date: 1980-12-10, Rating: 3052, Black and White: 执黑, Result: 胜, Opponent: 岛村俊广
Player: 佐藤昌晴, Date: 1980-11-20, Rating: 3053, Black and White: 执黑, Result: 胜, Opponent: 高木祥一
Player: 佐藤昌晴, Date: 1980-08-21, Rating: 3055, Black and White: 执白, Result: 负, Opponent: 福井正明
Player: 佐藤昌晴, Date: 1980-06-19, Rating: 3057, Black and White: 执黑, Result: 胜, Opponent: 春山勇
Player: 佐藤昌晴, Date: 1980-04-10, Rating: 3058, Black and White: 执黑, Result: 胜, Opponent: 时本壹
Player: 佐藤昌晴, Date: 1980-03-20, Rating: 3058, Black and White: 执白, Result: 负, Opponent: 坂田荣男
Player: 佐藤昌晴, Date: 1980-02-14, Rating: 3059, Black and White: 执黑, Result: 负, Opponent: 石井新藏
Player: 佐藤昌晴, Date: 1980-01-24, Rating: 3059, Black and White: 执白, Result: 胜, Opponent: 黑田幸雄
Player: 白石裕, Date: 1980-12-18, Rating: 3070, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 白石裕, Date: 1980-11-06, Rating: 3070, Black and White: 执黑, Result: 胜, Opponent: 桥本昌二
Player: 白石裕, Date: 1980-08-14, Rating: 3067, Black and White: 执白, Result: 胜, Opponent: 梅木英
Player: 白石裕, Date: 1980-07-10, Rating: 3066, Black and White: 执黑, Result: 胜, Opponent: 石博郁郎
Player: 白石裕, Date: 1980-05-01, Rating: 3062, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 白石裕, Date: 1980-04-03, Rating: 3060, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 白石裕, Date: 1980-03-06, Rating: 3059, Black and White: 执黑, Result: 负, Opponent: 林海峰
Player: 白石裕, Date: 1980-02-28, Rating: 3058, Black and White: 执黑, Result: 胜, Opponent: 坂田荣男
Player: 白石裕, Date: 1980-01-24, Rating: 3056, Black and White: 执黑, Result: 胜, Opponent: 石田芳夫
Player: 白石裕, Date: 1980-01-17, Rating: 3055, Black and White: 执白, Result: 负, Opponent: 藤泽朋斋
Player: 藤泽朋斋, Date: 1980-09-25, Rating: 3029, Black and White: 执白, Result: 胜, Opponent: 石井新藏
Player: 藤泽朋斋, Date: 1980-04-17, Rating: 3038, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 藤泽朋斋, Date: 1980-04-03, Rating: 3039, Black and White: 执黑, Result: 负, Opponent: 林海峰
Player: 藤泽朋斋, Date: 1980-03-27, Rating: 3039, Black and White: 执黑, Result: 负, Opponent: 小林光一
Player: 藤泽朋斋, Date: 1980-02-14, Rating: 3043, Black and White: 执白, Result: 负, Opponent: 武宫正树
Player: 藤泽朋斋, Date: 1980-01-17, Rating: 3045, Black and White: 执黑, Result: 胜, Opponent: 白石裕
Player: 石井新藏, Date: 1980-11-19, Rating: 3033, Black and White: 执黑, Result: 负, Opponent: 桥本宇太郎
Player: 石井新藏, Date: 1980-11-05, Rating: 3033, Black and White: 执白, Result: 负, Opponent: 桥本宇太郎
Player: 石井新藏, Date: 1980-10-15, Rating: 3034, Black and White: 执黑, Result: 胜, Opponent: 桥本宇太郎
Player: 石井新藏, Date: 1980-09-25, Rating: 3034, Black and White: 执黑, Result: 负, Opponent: 藤泽朋斋
Player: 石井新藏, Date: 1980-07-10, Rating: 3036, Black and White: 执白, Result: 负, Opponent: 高川格
Player: 石井新藏, Date: 1980-02-14, Rating: 3041, Black and White: 执白, Result: 胜, Opponent: 佐藤昌晴
Player: 宫本义久, Date: 1980-12-11, Rating: 3049, Black and White: 执白, Result: 胜, Opponent: 久井敬史
Player: 宫本义久, Date: 1980-11-06, Rating: 3049, Black and White: 执黑, Result: 胜, Opponent: 中村秀仁
Player: 神田英, Date: 1980-06-08, Rating: 3033, Black and White: 执白, Result: 负, Opponent: 郡寿男
Player: 神田英, Date: 1980-05-18, Rating: 3034, Black and White: 执白, Result: 胜, Opponent: 石田章
Player: 神田英, Date: 1980-03-04, Rating: 3035, Black and White: 执黑, Result: 胜, Opponent: 马晓春
Player: 神田英, Date: 1980-01-23, Rating: 3035, Black and White: 执白, Result: 负, Opponent: 小林健二
Player: 岛村俊广, Date: 1980-12-10, Rating: 3041, Black and White: 执白, Result: 负, Opponent: 佐藤昌晴
Player: 岛村俊广, Date: 1980-11-20, Rating: 3041, Black and White: 执白, Result: 胜, Opponent: 羽根泰正
Player: 岛村俊广, Date: 1980-07-10, Rating: 3037, Black and White: 执白, Result: 负, Opponent: 桥本宇太郎
Player: 岛村俊广, Date: 1980-01-31, Rating: 3033, Black and White: 执黑, Result: 负, Opponent: 马场滋
